distortion,baseline,nn,regionfill,diffusion
blur,0.2971948876885449,0.31517313798771457,0.31517484705365956,0.31517288372170366
gaussian_noise,0.3255002401800235,0.44468054950998087,0.4446795661108835,0.44468149703236604
brightness_shift,0.5718362329773781,0.6233592197981774,0.6233598003902104,0.6233618177638883
jpeg_compression,0.343278202080317,0.3834261922663173,0.3834204768494041,0.3834157278554235
